### Module positions - created on 2025-05-16 23:31
### Printed by pcb_positions plugin
## Unit = mm, Angle = deg.
## Pcb Height 0.000mm, Pcb Width 0.000mm [based on Edge bounding box]
## Side : top
## Board Aux Origin: 0.000mm ,0.000mm
# Ref         Val                 Package                       PosX       PosY       Pin1_PosX  Pin1_PosY    Rot     Side      Type
J181          Conn_01x01 A        single_pin                    139.7000   -96.5200   139.7000   -96.5200      0.0    top       SMD
J161          Conn_01x01 A        single_pin                    134.6200   -96.5200   134.6200   -96.5200      0.0    top       SMD
J171          Conn_01x01 A        single_pin                    137.1600   -96.5200   137.1600   -96.5200      0.0    top       SMD
J191          Conn_01x01 A        single_pin                    142.2400   -96.5200   142.2400   -96.5200      0.0    top       SMD
J145          Conn_01x01 E        single_pin                    129.5400   -106.6800  129.5400   -106.6800     0.0    top       SMD
J180          Conn_01x01 J        single_pin                    137.1600   -124.4600  137.1600   -124.4600     0.0    top       SMD
J95           Conn_01x01 E        single_pin                    116.8400   -106.6800  116.8400   -106.6800     0.0    top       SMD
J93           Conn_01x01 C        single_pin                    116.8400   -101.6000  116.8400   -101.6000     0.0    top       SMD
J94           Conn_01x01 D        single_pin                    116.8400   -104.1400  116.8400   -104.1400     0.0    top       SMD
J92           Conn_01x01 B        single_pin                    116.8400   -99.0600   116.8400   -99.0600      0.0    top       SMD
J31           Conn_01x01 A        single_pin                    101.6000   -96.5200   101.6000   -96.5200      0.0    top       SMD
J32           Conn_01x01 B        single_pin                    101.6000   -99.0600   101.6000   -99.0600      0.0    top       SMD
J33           Conn_01x01 C        single_pin                    101.6000   -101.6000  101.6000   -101.6000     0.0    top       SMD
J34           Conn_01x01 D        single_pin                    101.6000   -104.1400  101.6000   -104.1400     0.0    top       SMD
J35           Conn_01x01 E        single_pin                    101.6000   -106.6800  101.6000   -106.6800     0.0    top       SMD
J38           Conn_01x01 H        single_pin                    101.6000   -119.3800  101.6000   -119.3800     0.0    top       SMD
J37           Conn_01x01 G        single_pin                    101.6000   -116.8400  101.6000   -116.8400     0.0    top       SMD
J39           Conn_01x01 I        single_pin                    101.6000   -121.9200  101.6000   -121.9200     0.0    top       SMD
J40           Conn_01x01 J        single_pin                    101.6000   -124.4600  101.6000   -124.4600     0.0    top       SMD
J36           Conn_01x01 F        single_pin                    101.6000   -114.3000  101.6000   -114.3000     0.0    top       SMD
J356          Conn_01x01 F        single_pin                    182.8800   -114.3000  182.8800   -114.3000     0.0    top       SMD
J101          Conn_01x01 A        single_pin                    119.3800   -96.5200   119.3800   -96.5200      0.0    top       SMD
J451          Conn_01x01 A        single_pin                    208.2800   -96.5200   208.2800   -96.5200      0.0    top       SMD
J206          Conn_01x01 F        single_pin                    144.7800   -114.3000  144.7800   -114.3000     0.0    top       SMD
J301          Conn_01x01 A        single_pin                    170.1800   -96.5200   170.1800   -96.5200      0.0    top       SMD
J606          Conn_01x01 F        single_pin                    246.3800   -114.3000  246.3800   -114.3000     0.0    top       SMD
J311          Conn_01x01 A        single_pin                    172.7200   -96.5200   172.7200   -96.5200      0.0    top       SMD
J351          Conn_01x01 A        single_pin                    182.8800   -96.5200   182.8800   -96.5200      0.0    top       SMD
J296          Conn_01x01 F        single_pin                    167.6400   -114.3000  167.6400   -114.3000     0.0    top       SMD
J221          Conn_01x01 A        single_pin                    149.8600   -96.5200   149.8600   -96.5200      0.0    top       SMD
J106          Conn_01x01 F        single_pin                    119.3800   -114.3000  119.3800   -114.3000     0.0    top       SMD
J226          Conn_01x01 F        single_pin                    149.8600   -114.3000  149.8600   -114.3000     0.0    top       SMD
J281          Conn_01x01 A        single_pin                    165.1000   -96.5200   165.1000   -96.5200      0.0    top       SMD
J601          Conn_01x01 A        single_pin                    246.3800   -96.5200   246.3800   -96.5200      0.0    top       SMD
J71           Conn_01x01 A        single_pin                    111.7600   -96.5200   111.7600   -96.5200      0.0    top       SMD
J456          Conn_01x01 F        single_pin                    208.2800   -114.3000  208.2800   -114.3000     0.0    top       SMD
J316          Conn_01x01 F        single_pin                    172.7200   -114.3000  172.7200   -114.3000     0.0    top       SMD
J286          Conn_01x01 F        single_pin                    165.1000   -114.3000  165.1000   -114.3000     0.0    top       SMD
J201          Conn_01x01 A        single_pin                    144.7800   -96.5200   144.7800   -96.5200      0.0    top       SMD
J76           Conn_01x01 F        single_pin                    111.7600   -114.3000  111.7600   -114.3000     0.0    top       SMD
J291          Conn_01x01 A        single_pin                    167.6400   -96.5200   167.6400   -96.5200      0.0    top       SMD
J306          Conn_01x01 F        single_pin                    170.1800   -114.3000  170.1800   -114.3000     0.0    top       SMD
J302          Conn_01x01 B        single_pin                    170.1800   -99.0600   170.1800   -99.0600      0.0    top       SMD
J107          Conn_01x01 G        single_pin                    119.3800   -116.8400  119.3800   -116.8400     0.0    top       SMD
J352          Conn_01x01 B        single_pin                    182.8800   -99.0600   182.8800   -99.0600      0.0    top       SMD
J282          Conn_01x01 B        single_pin                    165.1000   -99.0600   165.1000   -99.0600      0.0    top       SMD
J72           Conn_01x01 B        single_pin                    111.7600   -99.0600   111.7600   -99.0600      0.0    top       SMD
J222          Conn_01x01 B        single_pin                    149.8600   -99.0600   149.8600   -99.0600      0.0    top       SMD
J207          Conn_01x01 G        single_pin                    144.7800   -116.8400  144.7800   -116.8400     0.0    top       SMD
J602          Conn_01x01 B        single_pin                    246.3800   -99.0600   246.3800   -99.0600      0.0    top       SMD
J292          Conn_01x01 B        single_pin                    167.6400   -99.0600   167.6400   -99.0600      0.0    top       SMD
J457          Conn_01x01 G        single_pin                    208.2800   -116.8400  208.2800   -116.8400     0.0    top       SMD
J102          Conn_01x01 B        single_pin                    119.3800   -99.0600   119.3800   -99.0600      0.0    top       SMD
J357          Conn_01x01 G        single_pin                    182.8800   -116.8400  182.8800   -116.8400     0.0    top       SMD
J77           Conn_01x01 G        single_pin                    111.7600   -116.8400  111.7600   -116.8400     0.0    top       SMD
J202          Conn_01x01 B        single_pin                    144.7800   -99.0600   144.7800   -99.0600      0.0    top       SMD
J607          Conn_01x01 G        single_pin                    246.3800   -116.8400  246.3800   -116.8400     0.0    top       SMD
J452          Conn_01x01 B        single_pin                    208.2800   -99.0600   208.2800   -99.0600      0.0    top       SMD
J312          Conn_01x01 B        single_pin                    172.7200   -99.0600   172.7200   -99.0600      0.0    top       SMD
J307          Conn_01x01 G        single_pin                    170.1800   -116.8400  170.1800   -116.8400     0.0    top       SMD
J317          Conn_01x01 G        single_pin                    172.7200   -116.8400  172.7200   -116.8400     0.0    top       SMD
J287          Conn_01x01 G        single_pin                    165.1000   -116.8400  165.1000   -116.8400     0.0    top       SMD
J297          Conn_01x01 G        single_pin                    167.6400   -116.8400  167.6400   -116.8400     0.0    top       SMD
J227          Conn_01x01 G        single_pin                    149.8600   -116.8400  149.8600   -116.8400     0.0    top       SMD
J108          Conn_01x01 H        single_pin                    119.3800   -119.3800  119.3800   -119.3800     0.0    top       SMD
J288          Conn_01x01 H        single_pin                    165.1000   -119.3800  165.1000   -119.3800     0.0    top       SMD
J318          Conn_01x01 H        single_pin                    172.7200   -119.3800  172.7200   -119.3800     0.0    top       SMD
J103          Conn_01x01 C        single_pin                    119.3800   -101.6000  119.3800   -101.6000     0.0    top       SMD
J313          Conn_01x01 C        single_pin                    172.7200   -101.6000  172.7200   -101.6000     0.0    top       SMD
J453          Conn_01x01 C        single_pin                    208.2800   -101.6000  208.2800   -101.6000     0.0    top       SMD
J203          Conn_01x01 C        single_pin                    144.7800   -101.6000  144.7800   -101.6000     0.0    top       SMD
J303          Conn_01x01 C        single_pin                    170.1800   -101.6000  170.1800   -101.6000     0.0    top       SMD
J208          Conn_01x01 H        single_pin                    144.7800   -119.3800  144.7800   -119.3800     0.0    top       SMD
J603          Conn_01x01 C        single_pin                    246.3800   -101.6000  246.3800   -101.6000     0.0    top       SMD
J293          Conn_01x01 C        single_pin                    167.6400   -101.6000  167.6400   -101.6000     0.0    top       SMD
J358          Conn_01x01 H        single_pin                    182.8800   -119.3800  182.8800   -119.3800     0.0    top       SMD
J298          Conn_01x01 H        single_pin                    167.6400   -119.3800  167.6400   -119.3800     0.0    top       SMD
J78           Conn_01x01 H        single_pin                    111.7600   -119.3800  111.7600   -119.3800     0.0    top       SMD
J608          Conn_01x01 H        single_pin                    246.3800   -119.3800  246.3800   -119.3800     0.0    top       SMD
J283          Conn_01x01 C        single_pin                    165.1000   -101.6000  165.1000   -101.6000     0.0    top       SMD
J223          Conn_01x01 C        single_pin                    149.8600   -101.6000  149.8600   -101.6000     0.0    top       SMD
J228          Conn_01x01 H        single_pin                    149.8600   -119.3800  149.8600   -119.3800     0.0    top       SMD
J308          Conn_01x01 H        single_pin                    170.1800   -119.3800  170.1800   -119.3800     0.0    top       SMD
J73           Conn_01x01 C        single_pin                    111.7600   -101.6000  111.7600   -101.6000     0.0    top       SMD
J458          Conn_01x01 H        single_pin                    208.2800   -119.3800  208.2800   -119.3800     0.0    top       SMD
J353          Conn_01x01 C        single_pin                    182.8800   -101.6000  182.8800   -101.6000     0.0    top       SMD
J609          Conn_01x01 I        single_pin                    246.3800   -121.9200  246.3800   -121.9200     0.0    top       SMD
J104          Conn_01x01 D        single_pin                    119.3800   -104.1400  119.3800   -104.1400     0.0    top       SMD
J204          Conn_01x01 D        single_pin                    144.7800   -104.1400  144.7800   -104.1400     0.0    top       SMD
J459          Conn_01x01 I        single_pin                    208.2800   -121.9200  208.2800   -121.9200     0.0    top       SMD
J74           Conn_01x01 D        single_pin                    111.7600   -104.1400  111.7600   -104.1400     0.0    top       SMD
J229          Conn_01x01 I        single_pin                    149.8600   -121.9200  149.8600   -121.9200     0.0    top       SMD
J299          Conn_01x01 I        single_pin                    167.6400   -121.9200  167.6400   -121.9200     0.0    top       SMD
J359          Conn_01x01 I        single_pin                    182.8800   -121.9200  182.8800   -121.9200     0.0    top       SMD
J309          Conn_01x01 I        single_pin                    170.1800   -121.9200  170.1800   -121.9200     0.0    top       SMD
J294          Conn_01x01 D        single_pin                    167.6400   -104.1400  167.6400   -104.1400     0.0    top       SMD
J79           Conn_01x01 I        single_pin                    111.7600   -121.9200  111.7600   -121.9200     0.0    top       SMD
J454          Conn_01x01 D        single_pin                    208.2800   -104.1400  208.2800   -104.1400     0.0    top       SMD
J354          Conn_01x01 D        single_pin                    182.8800   -104.1400  182.8800   -104.1400     0.0    top       SMD
J209          Conn_01x01 I        single_pin                    144.7800   -121.9200  144.7800   -121.9200     0.0    top       SMD
J314          Conn_01x01 D        single_pin                    172.7200   -104.1400  172.7200   -104.1400     0.0    top       SMD
J109          Conn_01x01 I        single_pin                    119.3800   -121.9200  119.3800   -121.9200     0.0    top       SMD
J224          Conn_01x01 D        single_pin                    149.8600   -104.1400  149.8600   -104.1400     0.0    top       SMD
J284          Conn_01x01 D        single_pin                    165.1000   -104.1400  165.1000   -104.1400     0.0    top       SMD
J319          Conn_01x01 I        single_pin                    172.7200   -121.9200  172.7200   -121.9200     0.0    top       SMD
J304          Conn_01x01 D        single_pin                    170.1800   -104.1400  170.1800   -104.1400     0.0    top       SMD
J604          Conn_01x01 D        single_pin                    246.3800   -104.1400  246.3800   -104.1400     0.0    top       SMD
J289          Conn_01x01 I        single_pin                    165.1000   -121.9200  165.1000   -121.9200     0.0    top       SMD
J310          Conn_01x01 J        single_pin                    170.1800   -124.4600  170.1800   -124.4600     0.0    top       SMD
J605          Conn_01x01 E        single_pin                    246.3800   -106.6800  246.3800   -106.6800     0.0    top       SMD
J80           Conn_01x01 J        single_pin                    111.7600   -124.4600  111.7600   -124.4600     0.0    top       SMD
J285          Conn_01x01 E        single_pin                    165.1000   -106.6800  165.1000   -106.6800     0.0    top       SMD
J460          Conn_01x01 J        single_pin                    208.2800   -124.4600  208.2800   -124.4600     0.0    top       SMD
J110          Conn_01x01 J        single_pin                    119.3800   -124.4600  119.3800   -124.4600     0.0    top       SMD
J210          Conn_01x01 J        single_pin                    144.7800   -124.4600  144.7800   -124.4600     0.0    top       SMD
J225          Conn_01x01 E        single_pin                    149.8600   -106.6800  149.8600   -106.6800     0.0    top       SMD
J315          Conn_01x01 E        single_pin                    172.7200   -106.6800  172.7200   -106.6800     0.0    top       SMD
J305          Conn_01x01 E        single_pin                    170.1800   -106.6800  170.1800   -106.6800     0.0    top       SMD
J295          Conn_01x01 E        single_pin                    167.6400   -106.6800  167.6400   -106.6800     0.0    top       SMD
J290          Conn_01x01 J        single_pin                    165.1000   -124.4600  165.1000   -124.4600     0.0    top       SMD
J75           Conn_01x01 E        single_pin                    111.7600   -106.6800  111.7600   -106.6800     0.0    top       SMD
J300          Conn_01x01 J        single_pin                    167.6400   -124.4600  167.6400   -124.4600     0.0    top       SMD
J230          Conn_01x01 J        single_pin                    149.8600   -124.4600  149.8600   -124.4600     0.0    top       SMD
J320          Conn_01x01 J        single_pin                    172.7200   -124.4600  172.7200   -124.4600     0.0    top       SMD
J360          Conn_01x01 J        single_pin                    182.8800   -124.4600  182.8800   -124.4600     0.0    top       SMD
J105          Conn_01x01 E        single_pin                    119.3800   -106.6800  119.3800   -106.6800     0.0    top       SMD
J455          Conn_01x01 E        single_pin                    208.2800   -106.6800  208.2800   -106.6800     0.0    top       SMD
J205          Conn_01x01 E        single_pin                    144.7800   -106.6800  144.7800   -106.6800     0.0    top       SMD
J610          Conn_01x01 J        single_pin                    246.3800   -124.4600  246.3800   -124.4600     0.0    top       SMD
J355          Conn_01x01 E        single_pin                    182.8800   -106.6800  182.8800   -106.6800     0.0    top       SMD
J246          Conn_01x01 F        single_pin                    154.9400   -114.3000  154.9400   -114.3000     0.0    top       SMD
J116          Conn_01x01 F        single_pin                    121.9200   -114.3000  121.9200   -114.3000     0.0    top       SMD
J421          Conn_01x01 A        single_pin                    200.6600   -96.5200   200.6600   -96.5200      0.0    top       SMD
J241          Conn_01x01 A        single_pin                    154.9400   -96.5200   154.9400   -96.5200      0.0    top       SMD
J111          Conn_01x01 A        single_pin                    121.9200   -96.5200   121.9200   -96.5200      0.0    top       SMD
J326          Conn_01x01 F        single_pin                    175.2600   -114.3000  175.2600   -114.3000     0.0    top       SMD
J596          Conn_01x01 F        single_pin                    243.8400   -114.3000  243.8400   -114.3000     0.0    top       SMD
J571          Conn_01x01 A        single_pin                    238.7600   -96.5200   238.7600   -96.5200      0.0    top       SMD
J591          Conn_01x01 A        single_pin                    243.8400   -96.5200   243.8400   -96.5200      0.0    top       SMD
J576          Conn_01x01 F        single_pin                    238.7600   -114.3000  238.7600   -114.3000     0.0    top       SMD
J341          Conn_01x01 A        single_pin                    180.3400   -96.5200   180.3400   -96.5200      0.0    top       SMD
J581          Conn_01x01 A        single_pin                    241.3000   -96.5200   241.3000   -96.5200      0.0    top       SMD
J426          Conn_01x01 F        single_pin                    200.6600   -114.3000  200.6600   -114.3000     0.0    top       SMD
J321          Conn_01x01 A        single_pin                    175.2600   -96.5200   175.2600   -96.5200      0.0    top       SMD
J346          Conn_01x01 F        single_pin                    180.3400   -114.3000  180.3400   -114.3000     0.0    top       SMD
J586          Conn_01x01 F        single_pin                    241.3000   -114.3000  241.3000   -114.3000     0.0    top       SMD
J266          Conn_01x01 F        single_pin                    160.0200   -114.3000  160.0200   -114.3000     0.0    top       SMD
J261          Conn_01x01 A        single_pin                    160.0200   -96.5200   160.0200   -96.5200      0.0    top       SMD
J597          Conn_01x01 G        single_pin                    243.8400   -116.8400  243.8400   -116.8400     0.0    top       SMD
J117          Conn_01x01 G        single_pin                    121.9200   -116.8400  121.9200   -116.8400     0.0    top       SMD
J572          Conn_01x01 B        single_pin                    238.7600   -99.0600   238.7600   -99.0600      0.0    top       SMD
J242          Conn_01x01 B        single_pin                    154.9400   -99.0600   154.9400   -99.0600      0.0    top       SMD
J262          Conn_01x01 B        single_pin                    160.0200   -99.0600   160.0200   -99.0600      0.0    top       SMD
J592          Conn_01x01 B        single_pin                    243.8400   -99.0600   243.8400   -99.0600      0.0    top       SMD
J342          Conn_01x01 B        single_pin                    180.3400   -99.0600   180.3400   -99.0600      0.0    top       SMD
J427          Conn_01x01 G        single_pin                    200.6600   -116.8400  200.6600   -116.8400     0.0    top       SMD
J247          Conn_01x01 G        single_pin                    154.9400   -116.8400  154.9400   -116.8400     0.0    top       SMD
J347          Conn_01x01 G        single_pin                    180.3400   -116.8400  180.3400   -116.8400     0.0    top       SMD
J577          Conn_01x01 G        single_pin                    238.7600   -116.8400  238.7600   -116.8400     0.0    top       SMD
J112          Conn_01x01 B        single_pin                    121.9200   -99.0600   121.9200   -99.0600      0.0    top       SMD
J322          Conn_01x01 B        single_pin                    175.2600   -99.0600   175.2600   -99.0600      0.0    top       SMD
J582          Conn_01x01 B        single_pin                    241.3000   -99.0600   241.3000   -99.0600      0.0    top       SMD
J422          Conn_01x01 B        single_pin                    200.6600   -99.0600   200.6600   -99.0600      0.0    top       SMD
J587          Conn_01x01 G        single_pin                    241.3000   -116.8400  241.3000   -116.8400     0.0    top       SMD
J267          Conn_01x01 G        single_pin                    160.0200   -116.8400  160.0200   -116.8400     0.0    top       SMD
J327          Conn_01x01 G        single_pin                    175.2600   -116.8400  175.2600   -116.8400     0.0    top       SMD
J113          Conn_01x01 C        single_pin                    121.9200   -101.6000  121.9200   -101.6000     0.0    top       SMD
J593          Conn_01x01 C        single_pin                    243.8400   -101.6000  243.8400   -101.6000     0.0    top       SMD
J263          Conn_01x01 C        single_pin                    160.0200   -101.6000  160.0200   -101.6000     0.0    top       SMD
J578          Conn_01x01 H        single_pin                    238.7600   -119.3800  238.7600   -119.3800     0.0    top       SMD
J243          Conn_01x01 C        single_pin                    154.9400   -101.6000  154.9400   -101.6000     0.0    top       SMD
J248          Conn_01x01 H        single_pin                    154.9400   -119.3800  154.9400   -119.3800     0.0    top       SMD
J423          Conn_01x01 C        single_pin                    200.6600   -101.6000  200.6600   -101.6000     0.0    top       SMD
J328          Conn_01x01 H        single_pin                    175.2600   -119.3800  175.2600   -119.3800     0.0    top       SMD
J343          Conn_01x01 C        single_pin                    180.3400   -101.6000  180.3400   -101.6000     0.0    top       SMD
J348          Conn_01x01 H        single_pin                    180.3400   -119.3800  180.3400   -119.3800     0.0    top       SMD
J573          Conn_01x01 C        single_pin                    238.7600   -101.6000  238.7600   -101.6000     0.0    top       SMD
J598          Conn_01x01 H        single_pin                    243.8400   -119.3800  243.8400   -119.3800     0.0    top       SMD
J118          Conn_01x01 H        single_pin                    121.9200   -119.3800  121.9200   -119.3800     0.0    top       SMD
J323          Conn_01x01 C        single_pin                    175.2600   -101.6000  175.2600   -101.6000     0.0    top       SMD
J268          Conn_01x01 H        single_pin                    160.0200   -119.3800  160.0200   -119.3800     0.0    top       SMD
J588          Conn_01x01 H        single_pin                    241.3000   -119.3800  241.3000   -119.3800     0.0    top       SMD
J428          Conn_01x01 H        single_pin                    200.6600   -119.3800  200.6600   -119.3800     0.0    top       SMD
J583          Conn_01x01 C        single_pin                    241.3000   -101.6000  241.3000   -101.6000     0.0    top       SMD
J344          Conn_01x01 D        single_pin                    180.3400   -104.1400  180.3400   -104.1400     0.0    top       SMD
J114          Conn_01x01 D        single_pin                    121.9200   -104.1400  121.9200   -104.1400     0.0    top       SMD
J244          Conn_01x01 D        single_pin                    154.9400   -104.1400  154.9400   -104.1400     0.0    top       SMD
J119          Conn_01x01 I        single_pin                    121.9200   -121.9200  121.9200   -121.9200     0.0    top       SMD
J349          Conn_01x01 I        single_pin                    180.3400   -121.9200  180.3400   -121.9200     0.0    top       SMD
J579          Conn_01x01 I        single_pin                    238.7600   -121.9200  238.7600   -121.9200     0.0    top       SMD
J264          Conn_01x01 D        single_pin                    160.0200   -104.1400  160.0200   -104.1400     0.0    top       SMD
J589          Conn_01x01 I        single_pin                    241.3000   -121.9200  241.3000   -121.9200     0.0    top       SMD
J599          Conn_01x01 I        single_pin                    243.8400   -121.9200  243.8400   -121.9200     0.0    top       SMD
J324          Conn_01x01 D        single_pin                    175.2600   -104.1400  175.2600   -104.1400     0.0    top       SMD
J249          Conn_01x01 I        single_pin                    154.9400   -121.9200  154.9400   -121.9200     0.0    top       SMD
J584          Conn_01x01 D        single_pin                    241.3000   -104.1400  241.3000   -104.1400     0.0    top       SMD
J329          Conn_01x01 I        single_pin                    175.2600   -121.9200  175.2600   -121.9200     0.0    top       SMD
J574          Conn_01x01 D        single_pin                    238.7600   -104.1400  238.7600   -104.1400     0.0    top       SMD
J424          Conn_01x01 D        single_pin                    200.6600   -104.1400  200.6600   -104.1400     0.0    top       SMD
J269          Conn_01x01 I        single_pin                    160.0200   -121.9200  160.0200   -121.9200     0.0    top       SMD
J594          Conn_01x01 D        single_pin                    243.8400   -104.1400  243.8400   -104.1400     0.0    top       SMD
J429          Conn_01x01 I        single_pin                    200.6600   -121.9200  200.6600   -121.9200     0.0    top       SMD
J580          Conn_01x01 J        single_pin                    238.7600   -124.4600  238.7600   -124.4600     0.0    top       SMD
J325          Conn_01x01 E        single_pin                    175.2600   -106.6800  175.2600   -106.6800     0.0    top       SMD
J115          Conn_01x01 E        single_pin                    121.9200   -106.6800  121.9200   -106.6800     0.0    top       SMD
J350          Conn_01x01 J        single_pin                    180.3400   -124.4600  180.3400   -124.4600     0.0    top       SMD
J575          Conn_01x01 E        single_pin                    238.7600   -106.6800  238.7600   -106.6800     0.0    top       SMD
J600          Conn_01x01 J        single_pin                    243.8400   -124.4600  243.8400   -124.4600     0.0    top       SMD
J430          Conn_01x01 J        single_pin                    200.6600   -124.4600  200.6600   -124.4600     0.0    top       SMD
J590          Conn_01x01 J        single_pin                    241.3000   -124.4600  241.3000   -124.4600     0.0    top       SMD
J595          Conn_01x01 E        single_pin                    243.8400   -106.6800  243.8400   -106.6800     0.0    top       SMD
J270          Conn_01x01 J        single_pin                    160.0200   -124.4600  160.0200   -124.4600     0.0    top       SMD
J345          Conn_01x01 E        single_pin                    180.3400   -106.6800  180.3400   -106.6800     0.0    top       SMD
J330          Conn_01x01 J        single_pin                    175.2600   -124.4600  175.2600   -124.4600     0.0    top       SMD
J585          Conn_01x01 E        single_pin                    241.3000   -106.6800  241.3000   -106.6800     0.0    top       SMD
J265          Conn_01x01 E        single_pin                    160.0200   -106.6800  160.0200   -106.6800     0.0    top       SMD
J120          Conn_01x01 J        single_pin                    121.9200   -124.4600  121.9200   -124.4600     0.0    top       SMD
J425          Conn_01x01 E        single_pin                    200.6600   -106.6800  200.6600   -106.6800     0.0    top       SMD
J245          Conn_01x01 E        single_pin                    154.9400   -106.6800  154.9400   -106.6800     0.0    top       SMD
J250          Conn_01x01 J        single_pin                    154.9400   -124.4600  154.9400   -124.4600     0.0    top       SMD
J476          Conn_01x01 F        single_pin                    213.3600   -114.3000  213.3600   -114.3000     0.0    top       SMD
J446          Conn_01x01 F        single_pin                    205.7400   -114.3000  205.7400   -114.3000     0.0    top       SMD
J611          Conn_01x01 A        single_pin                    248.9200   -96.5200   248.9200   -96.5200      0.0    top       SMD
J391          Conn_01x01 A        single_pin                    193.0400   -96.5200   193.0400   -96.5200      0.0    top       SMD
J491          Conn_01x01 A        single_pin                    218.4400   -96.5200   218.4400   -96.5200      0.0    top       SMD
J511          Conn_01x01 A        single_pin                    223.5200   -96.5200   223.5200   -96.5200      0.0    top       SMD
J396          Conn_01x01 F        single_pin                    193.0400   -114.3000  193.0400   -114.3000     0.0    top       SMD
J471          Conn_01x01 A        single_pin                    213.3600   -96.5200   213.3600   -96.5200      0.0    top       SMD
J441          Conn_01x01 A        single_pin                    205.7400   -96.5200   205.7400   -96.5200      0.0    top       SMD
J516          Conn_01x01 F        single_pin                    223.5200   -114.3000  223.5200   -114.3000     0.0    top       SMD
J91           Conn_01x01 A        single_pin                    116.8400   -96.5200   116.8400   -96.5200      0.0    top       SMD
J566          Conn_01x01 F        single_pin                    236.2200   -114.3000  236.2200   -114.3000     0.0    top       SMD
J276          Conn_01x01 F        single_pin                    162.5600   -114.3000  162.5600   -114.3000     0.0    top       SMD
J271          Conn_01x01 A        single_pin                    162.5600   -96.5200   162.5600   -96.5200      0.0    top       SMD
J461          Conn_01x01 A        single_pin                    210.8200   -96.5200   210.8200   -96.5200      0.0    top       SMD
J466          Conn_01x01 F        single_pin                    210.8200   -114.3000  210.8200   -114.3000     0.0    top       SMD
J551          Conn_01x01 A        single_pin                    233.6800   -96.5200   233.6800   -96.5200      0.0    top       SMD
J561          Conn_01x01 A        single_pin                    236.2200   -96.5200   236.2200   -96.5200      0.0    top       SMD
J616          Conn_01x01 F        single_pin                    248.9200   -114.3000  248.9200   -114.3000     0.0    top       SMD
J556          Conn_01x01 F        single_pin                    233.6800   -114.3000  233.6800   -114.3000     0.0    top       SMD
J496          Conn_01x01 F        single_pin                    218.4400   -114.3000  218.4400   -114.3000     0.0    top       SMD
J96           Conn_01x01 F        single_pin                    116.8400   -114.3000  116.8400   -114.3000     0.0    top       SMD
J512          Conn_01x01 B        single_pin                    223.5200   -99.0600   223.5200   -99.0600      0.0    top       SMD
J477          Conn_01x01 G        single_pin                    213.3600   -116.8400  213.3600   -116.8400     0.0    top       SMD
J447          Conn_01x01 G        single_pin                    205.7400   -116.8400  205.7400   -116.8400     0.0    top       SMD
J277          Conn_01x01 G        single_pin                    162.5600   -116.8400  162.5600   -116.8400     0.0    top       SMD
J492          Conn_01x01 B        single_pin                    218.4400   -99.0600   218.4400   -99.0600      0.0    top       SMD
J472          Conn_01x01 B        single_pin                    213.3600   -99.0600   213.3600   -99.0600      0.0    top       SMD
J612          Conn_01x01 B        single_pin                    248.9200   -99.0600   248.9200   -99.0600      0.0    top       SMD
J397          Conn_01x01 G        single_pin                    193.0400   -116.8400  193.0400   -116.8400     0.0    top       SMD
J517          Conn_01x01 G        single_pin                    223.5200   -116.8400  223.5200   -116.8400     0.0    top       SMD
J562          Conn_01x01 B        single_pin                    236.2200   -99.0600   236.2200   -99.0600      0.0    top       SMD
J557          Conn_01x01 G        single_pin                    233.6800   -116.8400  233.6800   -116.8400     0.0    top       SMD
J97           Conn_01x01 G        single_pin                    116.8400   -116.8400  116.8400   -116.8400     0.0    top       SMD
J617          Conn_01x01 G        single_pin                    248.9200   -116.8400  248.9200   -116.8400     0.0    top       SMD
J497          Conn_01x01 G        single_pin                    218.4400   -116.8400  218.4400   -116.8400     0.0    top       SMD
J567          Conn_01x01 G        single_pin                    236.2200   -116.8400  236.2200   -116.8400     0.0    top       SMD
J442          Conn_01x01 B        single_pin                    205.7400   -99.0600   205.7400   -99.0600      0.0    top       SMD
J552          Conn_01x01 B        single_pin                    233.6800   -99.0600   233.6800   -99.0600      0.0    top       SMD
J462          Conn_01x01 B        single_pin                    210.8200   -99.0600   210.8200   -99.0600      0.0    top       SMD
J467          Conn_01x01 G        single_pin                    210.8200   -116.8400  210.8200   -116.8400     0.0    top       SMD
J272          Conn_01x01 B        single_pin                    162.5600   -99.0600   162.5600   -99.0600      0.0    top       SMD
J392          Conn_01x01 B        single_pin                    193.0400   -99.0600   193.0400   -99.0600      0.0    top       SMD
J478          Conn_01x01 H        single_pin                    213.3600   -119.3800  213.3600   -119.3800     0.0    top       SMD
J513          Conn_01x01 C        single_pin                    223.5200   -101.6000  223.5200   -101.6000     0.0    top       SMD
J553          Conn_01x01 C        single_pin                    233.6800   -101.6000  233.6800   -101.6000     0.0    top       SMD
J493          Conn_01x01 C        single_pin                    218.4400   -101.6000  218.4400   -101.6000     0.0    top       SMD
J563          Conn_01x01 C        single_pin                    236.2200   -101.6000  236.2200   -101.6000     0.0    top       SMD
J393          Conn_01x01 C        single_pin                    193.0400   -101.6000  193.0400   -101.6000     0.0    top       SMD
J278          Conn_01x01 H        single_pin                    162.5600   -119.3800  162.5600   -119.3800     0.0    top       SMD
J473          Conn_01x01 C        single_pin                    213.3600   -101.6000  213.3600   -101.6000     0.0    top       SMD
